movie_id,primary_title,original_title,start_year,runtime_minutes,genre1,genre2,genre3
tt1655460,Wanderlust,Wanderlust,2012,98.0,Fantasy,,
tt5246726,Wanderlust,Wanderlust,2015,3.0,Fantasy,,
tt6326352,Wanderlust,Wanderlust,2017,58.0,Fantasy,,
tt6851110,Wanderlust,Wanderlust,2017,,Fantasy,,
tt10378772,Supernova,Supernova,2020,,Drama,Mystery,Sci-Fi
tt1730764,Supernova,Supernova,2014,90.0,Drama,Mystery,Sci-Fi
tt4231466,Supernova,"Supernova: The Knight, the Princess & Shooting Star",2014,135.0,Drama,Mystery,Sci-Fi
tt10378788,Parasite,Parasite,2019,,Action,Horror,Sci-Fi
tt6751668,Parasite,Gisaengchung,2019,132.0,Action,Horror,Sci-Fi
tt10389902,Beast,Beast,2019,,Drama,Mystery,
tt1572501,Beast,Beast,2011,83.0,Drama,Mystery,
tt4251006,Beast,Beast,2015,94.0,Drama,Mystery,
tt5628302,Beast,Beast,2017,107.0,Drama,Mystery,
tt6463468,Beast,Beast,2018,60.0,Drama,Mystery,
tt10402572,Unbroken,Unbroken,2018,104.0,Drama,,
tt1809398,Unbroken,Unbroken,2014,137.0,Drama,,
tt10402946,Yellow Rose,Yellow Rose,2019,,Drama,Music,
tt6862538,Yellow Rose,Yellow Rose,2019,,Drama,Music,
tt10409554,The Father,Bashtata,2019,87.0,,,
tt10428118,Limbo,Limbo,2019,89.0,Drama,,
tt1523326,Limbo,Limbo,2010,105.0,Drama,,
tt2464946,Limbo,Limbo,2012,20.0,Drama,,
tt3967248,Limbo,Limbo,2014,80.0,Drama,,
tt4732998,Limbo,,2017,,Drama,,
tt5287022,Limbo,Limbo,2014,,Drama,,
tt7935392,Limbo,Limbo,2019,90.0,Drama,,
tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,Action,Adventure,Fantasy
tt10442492,Peninsula,Peninsula,2018,123.0,Drama,,
tt4198430,Peninsula,Peninsula,2014,56.0,Drama,,
tt10443830,The Grudge,The Grudge,2017,,,,
tt10449526,Into the Storm,Into the Storm,2019,67.0,Action,Adventure,Drama
tt2106361,Into the Storm,Into the Storm,2014,89.0,Action,Adventure,Drama
tt10453206,Anna Karenina,Anna Karenina,2017,,,,
tt1781769,Anna Karenina,Anna Karenina,2012,129.0,,,
tt10453328,Coco,Coco,2018,,,,
tt2380307,Coco,Coco,2017,105.0,,,
tt7002100,Coco,Coco,2017,98.0,,,
tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,Comedy,Drama,Romance
tt10467112,Safe House,Safe House,2019,,Horror,,
tt1599348,Safe House,Safe House,2012,115.0,Horror,,
tt6686996,Safe House,Safe House,2016,,Horror,,
tt1047011,Unfinished Song,Song for Marion,2012,90.0,Comedy,Drama,Music
tt1047540,Parental Guidance,Parental Guidance,2012,105.0,Comedy,Family,
tt1051904,Goosebumps,Goosebumps,2015,103.0,Adventure,Comedy,Family
tt1051906,The Invisible Man,The Invisible Man,2020,,Sci-Fi,,
tt7433400,The Invisible Man,The Invisible Man,2018,,Sci-Fi,,
tt7651078,The Invisible Man,The Invisible Man,2017,88.0,Sci-Fi,,
tt1065073,Boyhood,Boyhood,2014,165.0,Drama,,
tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,Action,Fantasy,Thriller
tt1072748,Winchester,Winchester,2018,99.0,Biography,Drama,Fantasy
tt1074638,Skyfall,Skyfall,2012,143.0,Action,Adventure,Thriller
tt1077368,Dark Shadows,Dark Shadows,2012,113.0,Comedy,Fantasy,Horror
tt1078897,Hysteria,Hysteria,2010,,Horror,Thriller,
tt1435513,Hysteria,Hysteria,2011,100.0,Horror,Thriller,
tt5467982,Hysteria,Hysteria,2016,81.0,Horror,Thriller,
tt1082807,The Belko Experiment,The Belko Experiment,2016,89.0,Horror,Thriller,
tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,Biography,Comedy,Drama
tt1085448,Lights Out,Lights Out,2010,,Drama,Mystery,Thriller
tt1646127,Lights Out,Simon Werner a disparu...,2010,87.0,Drama,Mystery,Thriller
tt2611518,Lights Out,Lights Out,2013,,Drama,Mystery,Thriller
tt4786282,Lights Out,Lights Out,2016,81.0,Drama,Mystery,Thriller
tt5328340,Lights Out,Lights Out,2016,90.0,Drama,Mystery,Thriller
tt1086064,Bill & Ted Face the Music,Bill & Ted Face the Music,2020,,Comedy,Music,Sci-Fi
tt1086772,Blended,Blended,2014,117.0,Comedy,Romance,
tt1091191,Lone Survivor,Lone Survivor,2013,121.0,Action,Biography,Drama
tt1091821,Noah,Noah,2012,,Drama,Thriller,
tt1959490,Noah,Noah,2014,138.0,Drama,Thriller,
tt2109176,Noah,Noah,2011,105.0,Drama,Thriller,
tt1094597,The Quiet Ones,The Quiet Ones,2010,,Drama,Horror,Thriller
tt2235779,The Quiet Ones,The Quiet Ones,2014,98.0,Drama,Horror,Thriller
tt1100089,Foxcatcher,Foxcatcher,2014,134.0,Biography,Drama,Sport
tt1109624,Paddington,Paddington,2014,95.0,Adventure,Comedy,Family
tt1111235,Trance,Trance,2010,83.0,Documentary,,
tt1924429,Trance,Trance,2013,101.0,Documentary,,
tt8239184,Trance,Trance,2018,,Documentary,,
tt1121096,Seventh Son,Seventh Son,2014,102.0,Action,Adventure,Fantasy
tt1124037,Free State of Jones,Free State of Jones,2016,139.0,Action,Biography,Drama
tt1126590,Big Eyes,Big Eyes,2014,106.0,Documentary,,
tt4317898,Big Eyes,Big Eyes,2014,,Documentary,,
tt1137450,Death Wish,Death Wish,2018,107.0,Action,Crime,Drama
tt1139592,Jeepers Creepers III,Jeepers Creepers 3,2017,100.0,Action,Horror,Mystery
tt1142977,Frankenweenie,Frankenweenie,2012,87.0,Animation,Comedy,Family
tt1147681,After,After,2014,99.0,Adventure,,
tt1799508,After,After,2012,90.0,Adventure,,
tt2404163,After,After,2012,83.0,Adventure,,
tt4126476,After,After,2019,105.0,Adventure,,
tt4179504,After,After,2014,,Adventure,,
tt7094436,After,After,2017,75.0,Adventure,,
tt8692378,After,After,2018,,Adventure,,
tt1160419,Dune,Dune,2020,,Adventure,Drama,Sci-Fi
tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,Adventure,Fantasy,
tt1171222,Baggage Claim,Baggage Claim,2013,96.0,Comedy,,
tt1178665,A Walk in the Woods,A Walk in the Woods,2015,104.0,Adventure,Biography,Comedy
tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103.0,Drama,Horror,Mystery
tt1183919,Marley,Marley,2012,144.0,Drama,,
tt6600382,Marley,Marley,2017,90.0,Drama,,
tt7551724,Marley,Marley,2018,,Drama,,
tt1194173,The Bourne Legacy,The Bourne Legacy,2012,135.0,Action,Adventure,Thriller
tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,Comedy,Romance,
tt1199588,Black Widow,Black Widow,2010,75.0,Drama,,
tt9158074,Black Widow,Black Widow,2017,,Drama,,
tt1204975,Last Vegas,Last Vegas,2013,105.0,Comedy,Drama,
tt1204977,Ouija,Ouija,2014,89.0,Horror,Mystery,Thriller
tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105.0,Action,Drama,Thriller
tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,Crime,Drama,Thriller
tt1206885,Rambo: Last Blood,Rambo: Last Blood,2019,,Action,Adventure,Thriller
tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,Action,Adventure,Western
tt1211837,Doctor Strange,Doctor Strange,2016,115.0,Action,Adventure,Fantasy
tt1211956,Escape Plan,Escape Plan,2013,115.0,Action,Crime,Mystery
tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,Adventure,Biography,Drama
tt1212450,Lawless,Lawless,2012,116.0,Action,Adventure,Documentary
tt8781832,Lawless,Lawless,2018,90.0,Action,Adventure,Documentary
tt1213641,First Man,First Man,2018,141.0,Biography,Drama,History
tt7027210,First Man,First Man,2017,92.0,Biography,Drama,History
tt1213663,The World's End,The World's End,2013,109.0,Action,Comedy,Sci-Fi
tt1216491,Kill the Messenger,Kill the Messenger,2014,112.0,Biography,Crime,Drama
tt1217209,Brave,Brave,2012,93.0,Drama,,
tt8358722,Brave,Brave,2014,,Drama,,
tt1219827,Ghost in the Shell,Ghost in the Shell,2017,107.0,Action,Drama,Sci-Fi
tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,,
tt1226240,A Late Quartet,A Late Quartet,2012,105.0,Drama,Music,
tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,Drama,,
tt1533013,Beautiful Boy,Beautiful Boy,2010,100.0,Drama,,
tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,,
tt1230120,Collide,Collide,2010,,Action,,
tt2126235,Collide,Collide,2016,99.0,Action,,
tt1230168,Same Kind of Different as Me,Same Kind of Different as Me,2017,119.0,Biography,Drama,
tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,,
tt1232829,21 Jump Street,21 Jump Street,2012,109.0,Action,Comedy,Crime
tt1234719,Red Dawn,Red Dawn,2012,93.0,Action,Sci-Fi,Thriller
tt1234721,RoboCop,RoboCop,2014,117.0,Action,Crime,Sci-Fi
tt1235522,Broken City,Broken City,2013,109.0,Crime,Drama,Thriller
tt1243974,Aloha,Aloha,2015,105.0,Comedy,Drama,Romance
tt1245492,This Is the End,This Is the End,2013,107.0,Comedy,Fantasy,
tt1247436,Unforgettable,Unforgettable,2010,88.0,Drama,Romance,
tt2187167,Unforgettable,Unforgettable,2014,130.0,Drama,Romance,
tt3462710,Unforgettable,Unforgettable,2017,100.0,Drama,Romance,
tt5615904,Unforgettable,Soonjung,2016,113.0,Drama,Romance,
tt1247683,Norman,Norman,2010,99.0,Drama,Thriller,
tt4191702,Norman,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2016,118.0,Drama,Thriller,
tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,Action,Fantasy,War
tt1255919,Holmes & Watson,Holmes & Watson,2018,90.0,Adventure,Comedy,Crime
tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,,
tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,,
tt1259528,Den of Thieves,Den of Thieves,2018,140.0,Action,Crime,Drama
tt1262414,Pig,Pig,2011,90.0,Comedy,Crime,Drama
tt1637712,Pig,Pig,2010,70.0,Comedy,Crime,Drama
tt7429708,Pig,The Pig,2018,104.0,Comedy,Crime,Drama
tt1267297,Hercules,Hercules,2014,98.0,Comedy,,
tt3985956,Hercules,Hercules,2014,112.0,Comedy,,
tt1270797,Venom,Venom,2018,112.0,Thriller,,
tt1931601,Venom,Venom,2011,92.0,Thriller,,
tt1272878,2 Guns,2 Guns,2013,109.0,Action,Comedy,Crime
tt1276104,Looper,Looper,2012,113.0,Action,Crime,Drama
tt1276419,A Royal Affair,En kongelig affære,2012,137.0,Biography,Drama,History
tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,Adventure,Animation,Comedy
tt1285009,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,85.0,Horror,,
tt1288558,Evil Dead,Evil Dead,2013,91.0,Fantasy,Horror,Thriller
tt1289401,Ghostbusters,Ghostbusters,2016,116.0,Action,Comedy,Fantasy
tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,Action,Adventure,Comedy
tt1292566,How to Be Single,How to Be Single,2016,110.0,Comedy,Drama,Romance
tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,Action,Adventure,Thriller
tt1298644,The Hustle,The Hustle,2019,93.0,Comedy,Crime,
tt1298649,The Watch,The Watch,2012,102.0,Action,Comedy,Horror
tt1300854,Iron Man 3,Iron Man Three,2013,130.0,Action,Adventure,Sci-Fi
tt1301990,Every Day,Every Day,2010,93.0,Comedy,Drama,Romance
tt5663182,Every Day,Every Day,2016,95.0,Comedy,Drama,Romance
tt7026672,Every Day,Every Day,2018,97.0,Comedy,Drama,Romance
tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,Adventure,Comedy,Drama
tt1308728,The Happytime Murders,The Happytime Murders,2018,91.0,Action,Comedy,Crime
tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,Action,Crime,Thriller
tt1321510,In the Heights,In the Heights,2020,,Drama,Music,Musical
tt1321511,Oldboy,Oldboy,2013,104.0,Action,Drama,Mystery
tt1321869,The Lovers,The Lovers,2013,109.0,Comedy,Drama,Romance
tt5770620,The Lovers,The Lovers,2017,97.0,Comedy,Drama,Romance
tt1321870,Gangster Squad,Gangster Squad,2013,113.0,Action,Crime,Drama
tt1322269,August: Osage County,August: Osage County,2013,121.0,Comedy,Drama,
tt1323045,Frozen,Frozen,2010,93.0,Adventure,Drama,Sport
tt1611845,Frozen,Wai nei chung ching,2010,92.0,Adventure,Drama,Sport
tt2294629,Frozen,Frozen,2013,102.0,Adventure,Drama,Sport
tt1327194,The Lucky One,The Lucky One,2012,101.0,Drama,Romance,
tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,Biography,Drama,
tt1333125,Movie 43,Movie 43,2013,94.0,Comedy,,
tt1335975,47 Ronin,47 Ronin,2013,128.0,Action,Adventure,Drama
tt1336608,Rock of Ages,Rock of Ages,2012,123.0,Comedy,Drama,Musical
tt1340138,Terminator Genisys,Terminator Genisys,2015,126.0,Action,Adventure,Sci-Fi
tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,Drama,Romance,
tt1343727,Dredd,Dredd,2012,95.0,Action,Crime,Sci-Fi
tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,Action,Thriller,
tt1349451,Butter,Butter,2011,90.0,Comedy,Drama,
tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,Adventure,Fantasy,
tt1355630,If I Stay,If I Stay,2014,107.0,Drama,Fantasy,Music
tt1355631,The Infiltrator,The Infiltrator,2016,127.0,Biography,Crime,Drama
tt1355644,Passengers,Passengers,2016,116.0,Drama,Romance,Sci-Fi
tt1355683,Black Mass,Black Mass,2015,123.0,Biography,Crime,Drama
tt1365519,Tomb Raider,Tomb Raider,2018,119.0,Action,Adventure,Fantasy
tt1366338,Lowriders,Lowriders,2016,98.0,Adventure,Crime,Drama
tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,Action,Thriller,
tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,Action,Drama,Mystery
tt1371150,This Is Where I Leave You,This Is Where I Leave You,2014,103.0,Comedy,Drama,
tt1371160,The Kid,The Kid,2010,111.0,Drama,,
tt3439758,The Kid,The Kid,2015,49.0,Drama,,
tt4975920,The Kid,The Kid,2019,100.0,Drama,,
tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,Action,Comedy,Horror
tt1375789,Race 2,Race 2,2013,150.0,Action,Crime,Thriller
tt1381404,The Company You Keep,The Company You Keep,2012,125.0,Drama,Thriller,
tt1386697,Suicide Squad,Suicide Squad,2016,123.0,Action,Adventure,Fantasy
tt1386703,Total Recall,Total Recall,2012,118.0,Action,,
tt5847226,Total Recall,Total Recall,2010,,Action,,
tt1389072,Downsizing,Downsizing,2017,135.0,Drama,Sci-Fi,
tt1389096,Stand Up Guys,Stand Up Guys,2012,95.0,Comedy,Crime,Thriller
tt1389139,When the Bough Breaks,When the Bough Breaks,2016,107.0,,,
tt6814096,When the Bough Breaks,When the Bough Breaks,2017,93.0,,,
tt1390398,"Bless Me, Ultima","Bless Me, Ultima",2013,106.0,Biography,Drama,History
tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,Action,Adventure,Biography
tt1392170,The Hunger Games,The Hunger Games,2012,142.0,Action,Adventure,Sci-Fi
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,Action,Adventure,Sci-Fi
tt1392214,Prisoners,Prisoners,2013,153.0,Crime,Drama,Mystery
tt1396484,It,It,2017,135.0,Horror,Thriller,
tt1397280,Taken 2,Taken 2,2012,92.0,Action,Thriller,
tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,Action,Adventure,Comedy
tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,Biography,Drama,History
tt1405365,Celeste & Jesse Forever,Celeste & Jesse Forever,2012,92.0,Comedy,Drama,Romance
tt1405426,Gone,Gone,2010,75.0,Drama,,
tt1628042,Gone,Gone,2011,85.0,Drama,,
tt1731990,Gone,Försvunnen,2011,95.0,Drama,,
tt1838544,Gone,Gone,2012,94.0,Drama,,
tt1937473,Gone,Gone,2011,,Drama,,
tt2156791,Gone,Gone,2011,45.0,Drama,,
tt2230954,Gone,Gone,2012,50.0,Drama,,
tt2911578,Gone,Gone,2013,45.0,Drama,,
tt4181416,Gone,Poissa,2019,91.0,Drama,,
tt4851420,Gone,Gone,2016,,Drama,,
tt4852142,Gone,Gone,2015,5.0,Drama,,
tt5117286,Gone,Li kai,2015,78.0,Drama,,
tt6123126,Gone,Gone,2016,51.0,Drama,,
tt7078824,Gone,Gone,2017,82.0,Drama,,
tt7474568,Gone,Gone,2015,54.0,Drama,,
tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,Action,Adventure,Sci-Fi
tt1408253,Ride Along,Ride Along,2014,99.0,Action,,
tt2263520,Ride Along,Ride Along,2012,87.0,Action,,
tt1409024,Men in Black 3,Men in Black 3,2012,106.0,Action,Adventure,Comedy
tt1411250,Riddick,Riddick,2013,119.0,Action,Adventure,Sci-Fi
tt1412386,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,124.0,Comedy,Drama,Romance
tt1412528,Table 19,Table 19,2017,87.0,Comedy,Drama,Romance
tt1413492,12 Strong,12 Strong,2018,130.0,Action,Drama,History
tt1413495,Paranoia,Paranoia,2013,106.0,Drama,Thriller,
tt1904995,Paranoia,Paranoia,2012,87.0,Drama,Thriller,
tt4025788,Paranoia,Paranoia,2014,85.0,Drama,Thriller,
tt6338350,Paranoia,Paranoia,2016,60.0,Drama,Thriller,
tt6449960,Paranoia,Paranoia,2016,,Drama,Thriller,
tt8045822,Paranoia,Paranoia,2015,84.0,Drama,Thriller,
tt8327742,Paranoia,Paranoia,2018,,Drama,Thriller,
tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,Action,Fantasy,Horror
tt1425922,Black Nativity,Black Nativity,2013,93.0,Drama,Family,Music
tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,88.0,Action,Fantasy,Horror
tt1430132,The Wolverine,The Wolverine,2013,126.0,Action,Adventure,Sci-Fi
tt1430612,Brick Mansions,Brick Mansions,2014,90.0,Action,Crime,
tt1430615,Big Miracle,Big Miracle,2012,107.0,Biography,Drama,Family
tt1430626,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,2012,88.0,Adventure,Animation,Comedy
tt1431045,Deadpool,Deadpool,2016,108.0,Action,Adventure,Comedy
tt1433822,The Apparition,The Apparition,2012,83.0,Horror,Thriller,
tt6559390,The Apparition,L'apparition,2018,144.0,Horror,Thriller,
tt1434435,Mother's Day,Mother's Day,2010,112.0,Comedy,Drama,Romance
tt4824302,Mother's Day,Mother's Day,2016,118.0,Comedy,Drama,Romance
tt1440129,Battleship,Battleship,2012,131.0,Action,Adventure,Sci-Fi
tt1441395,Under the Skin,Under the Skin,2013,108.0,Drama,Horror,Sci-Fi
tt1441951,Quartet,Quartet,2012,94.0,Comedy,Drama,
tt1441952,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,2011,107.0,Comedy,Drama,Romance
tt1441953,Testament of Youth,Testament of Youth,2014,129.0,Biography,Drama,History
tt1445208,The Letters,The Letters,2014,114.0,Drama,,
tt4200902,The Letters,Popura no aki,2015,98.0,Drama,,
tt1445520,Footnote,Hearat Shulayim,2011,107.0,Comedy,Drama,
tt6583992,Footnote,Footnote,2017,38.0,Comedy,Drama,
tt1446192,Rise of the Guardians,Rise of the Guardians,2012,97.0,Action,Adventure,Animation
tt1446714,Prometheus,Prometheus,2012,124.0,Adventure,Mystery,Sci-Fi
tt1453405,Monsters University,Monsters University,2013,104.0,Adventure,Animation,Comedy
tt1454468,Gravity,Gravity,2013,91.0,Drama,Sci-Fi,Thriller
tt1454700,Truth,Truth,2017,80.0,Biography,Drama,History
tt1921152,Truth,Truth,2011,99.0,Biography,Drama,History
tt2459920,Truth,Truth,2013,94.0,Biography,Drama,History
tt3859076,Truth,Truth,2015,125.0,Biography,Drama,History
tt1455256,The Wall,The Wall,2010,78.0,Documentary,,
tt1745686,The Wall,Die Wand,2012,108.0,Documentary,,
tt2503980,The Wall,El muro,2012,,Documentary,,
tt4218696,The Wall,The Wall,2017,88.0,Documentary,,
tt4778274,The Wall,The Wall,2015,75.0,Documentary,,
tt4805936,The Wall,Qiang,2015,83.0,Documentary,,
tt6060874,The Wall,The Wall,2016,73.0,Documentary,,
tt6567616,The Wall,The Wall,2016,34.0,Documentary,,
tt6845582,The Wall,The Wall,2017,5.0,Documentary,,
tt7578246,The Wall,The Wall,2017,,Documentary,,
tt1456635,Goon,Goon,2011,92.0,Comedy,Drama,Sport
tt1457767,The Conjuring,The Conjuring,2013,112.0,Horror,Mystery,Thriller
tt1462715,Vanguard,Vanguard,2010,84.0,Sci-Fi,,
tt2815358,Vanguard,Vanguard,2012,56.0,Sci-Fi,,
tt9695722,Vanguard,Vanguard,2020,,Sci-Fi,,
tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,Comedy,Drama,Family
tt1462900,The Grandmaster,Yi dai zong shi,2013,130.0,Action,Biography,Drama
tt1464335,Uncharted,Uncharted,2020,,Action,Adventure,
tt1469304,Baywatch,Baywatch,2017,116.0,Action,Comedy,Crime
tt1472584,Max Steel,Max Steel,2016,92.0,Action,Adventure,Family
tt1473832,Bridget Jones's Baby,Bridget Jones's Baby,2016,123.0,Comedy,Drama,Romance
tt1477834,Aquaman,Aquaman,2018,143.0,Action,Adventure,Fantasy
tt1477855,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,Biography,Comedy,Drama
tt1478839,The Art of Racing in the Rain,The Art of Racing in the Rain,2019,,Comedy,Drama,
tt1482459,The Lorax,The Lorax,2012,86.0,Adventure,Animation,Comedy
tt1483010,Logan,Logan,2010,94.0,Action,Drama,Sci-Fi
tt3315342,Logan,Logan,2017,137.0,Action,Drama,Sci-Fi
tt1483013,Oblivion,Oblivion,2013,124.0,Action,Adventure,Sci-Fi
tt1876409,Oblivion,Oblivion,2011,116.0,Action,Adventure,Sci-Fi
tt8826828,Oblivion,Oblivion,2018,,Action,Adventure,Sci-Fi
tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,Biography,Drama,Musical
tt1486192,The Raven,The Raven,2012,110.0,Crime,Mystery,Thriller
tt1486834,What If,The F Word,2013,98.0,Documentary,,
tt2375761,What If,What If,2013,90.0,Documentary,,
tt7578562,What If,What If,2017,,Documentary,,
tt1488589,Pinocchio,Pinocchio,2021,,Animation,Fantasy,Musical
tt1693039,Pinocchio,Pinocchio,2012,75.0,Animation,Fantasy,Musical
tt4242112,Pinocchio,Pinocchio,2015,,Animation,Fantasy,Musical
tt5263832,Pinocchio,Pinocchio,2015,75.0,Animation,Fantasy,Musical
tt8333746,Pinocchio,Pinocchio,2019,,Animation,Fantasy,Musical
tt1488602,The Forest,The Forest,2011,98.0,Horror,Thriller,
tt3387542,The Forest,The Forest,2016,93.0,Horror,Thriller,
tt3592218,The Forest,Pãdurea,2014,72.0,Horror,Thriller,
tt4982356,The Forest,The Forest,2016,109.0,Horror,Thriller,
tt1489887,Booksmart,Booksmart,2019,102.0,Comedy,,
tt1489889,Central Intelligence,Central Intelligence,2016,107.0,Action,Comedy,Crime
tt1490017,The Lego Movie,The Lego Movie,2014,100.0,Action,Adventure,Animation
tt1491044,The Iceman,The Iceman,2012,106.0,Biography,Crime,Drama
tt1494821,The Gift,The Gift,2010,,Drama,,
tt1644694,The Gift,The Gift,2010,,Drama,,
tt1993416,The Gift,The Gift,2011,,Drama,,
tt2091436,The Gift,The Gift,2011,54.0,Drama,,
tt3474788,The Gift,An Bronntanas,2014,113.0,Drama,,
tt4178092,The Gift,The Gift,2015,108.0,Drama,,
tt4420962,The Gift,The Gift,2017,82.0,Drama,,
tt6354904,The Gift,The Gift,2016,56.0,Drama,,
tt7123436,The Gift,The Gift,2017,,Drama,,
tt7555254,The Gift,The Gift,2017,32.0,Drama,,
tt8474974,The Gift,The Gift,2018,118.0,Drama,,
tt9054566,The Gift,The Gift,2019,89.0,Drama,,
tt9574444,The Gift,The Gift,2019,86.0,Drama,,
tt1502397,Bad Boys for Life,Bad Boys for Life,2020,,Action,Comedy,Crime
tt1502407,Halloween,Halloween,2018,106.0,Horror,Thriller,
tt1502712,Fantastic Four,Fantastic Four,2015,100.0,Action,Adventure,Drama
tt1506999,Haywire,Haywire,2011,93.0,Action,Drama,Thriller
tt1517260,The Host,The Host,2013,125.0,Documentary,,
tt5537146,The Host,The Host,2015,60.0,Documentary,,
tt1517451,A Star Is Born,A Star Is Born,2018,136.0,Drama,Music,Romance
tt1524107,Candyman,Candyman,2010,75.0,Drama,Horror,Mystery
tt3573138,Candyman,Candyman,2013,103.0,Drama,Horror,Mystery
tt9347730,Candyman,Candyman,2020,,Drama,Horror,Mystery
tt1524137,Contraband,Contraband,2012,109.0,Action,Crime,Drama
tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,Horror,Thriller,
tt1524930,Vacation,Vacation,2015,99.0,Adventure,Comedy,
tt1528081,Leap,Leap,2010,80.0,Drama,,
tt2316761,Leap,Hyppy,2012,,Drama,,
tt5365066,Leap,Leap,2018,95.0,Drama,,
tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150.0,Action,Adventure,Drama
tt1528854,Daddy's Home,Daddy's Home,2015,96.0,Comedy,,
tt1617630,Daddy's Home,Daddy's Home,2010,90.0,Comedy,,
tt1532958,Battle of the Year,Battle of the Year,2013,110.0,Drama,Music,
tt1535108,Elysium,Elysium,2013,109.0,Action,Drama,Sci-Fi
tt1783264,Elysium,Elysium,2010,,Action,Drama,Sci-Fi
tt1535109,Captain Phillips,Captain Phillips,2013,134.0,Biography,Drama,Thriller
tt1535438,Hope Springs,Hope Springs,2012,100.0,Comedy,Drama,Romance
tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,Action,Fantasy,Horror
tt1540011,Blair Witch,Blair Witch,2016,89.0,Horror,Mystery,Thriller
tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,Comedy,Romance,Sport
tt1547234,Premium Rush,Premium Rush,2012,91.0,Action,Crime,Thriller
tt1549920,The Last Stand,The Last Stand,2013,107.0,Drama,,
tt8774508,The Last Stand,The Last Stand,2019,93.0,Drama,,
tt1555069,Mary Queen of Scots,Mary Queen of Scots,2013,119.0,Biography,Drama,History
tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018,124.0,Biography,Drama,History
tt1559547,Beautiful Creatures,Beautiful Creatures,2013,124.0,Drama,Fantasy,Romance
tt1560220,Zombieland: Double Tap,Zombieland: Double Tap,2019,,Action,Comedy,Horror
tt1560747,The Master,The Master,2012,138.0,Drama,,
tt4117096,The Master,The Master,2014,,Drama,,
tt4273106,The Master,The Master,2014,86.0,Drama,,
tt4777394,The Master,The Master,2014,,Drama,,
tt1560985,The Devil Inside,The Devil Inside,2012,83.0,Horror,,
tt1563742,Overboard,Overboard,2018,112.0,Comedy,Romance,
