id,release_date,primary_title,production_budget,domestic_gross,worldwide_gross,movie_id,original_title,runtime_minutes,genre1,genre2,genre3
44,2017,Just Getting Started,22000000,6069605,6756412,tt5721088,Just Getting Started,91.0,Action,Comedy,
9,2014,Meet the Mormons,2000000,6047363,6049171,tt4003774,Meet the Mormons,78.0,Documentary,,
67,2012,Chasing Mavericks,20000000,6002756,8300821,tt1629757,Chasing Mavericks,116.0,Biography,Drama,Sport
33,2012,The Sessions,1000000,6002451,11495204,tt1866249,The Sessions,95.0,Biography,Comedy,Drama
97,2019,Captive State,25000000,5958315,8993300,tt5968394,Captive State,109.0,Sci-Fi,Thriller,
53,2012,Casa de mi Padre,6000000,5909483,8446952,tt1702425,Casa de mi Padre,84.0,Comedy,Western,
11,2017,The Florida Project,2000000,5904366,11295324,tt5649144,The Florida Project,111.0,Drama,,
12,2017,All Saints,2000000,5802208,5941994,tt4663548,All Saints,108.0,Drama,,
24,2015,Victor Frankenstein,40000000,5775076,31124367,tt1976009,Victor Frankenstein,110.0,Drama,Horror,Sci-Fi
68,2014,A Most Violent Year,20000000,5749134,8846875,tt2937898,A Most Violent Year,125.0,Crime,Drama,Thriller
88,2018,Kin,30000000,5718096,10096821,tt2233624,Kin,45.0,Action,Drama,Sci-Fi
59,2015,Danny Collins,10000000,5637066,8465845,tt1772288,Danny Collins,106.0,Biography,Comedy,Drama
100,2016,Sultan,11000000,5599781,72989781,tt4832640,Sultan,170.0,Drama,Romance,
49,2012,Wont Back Down,19000000,5310554,5745503,tt3779570,Won't Back Down,114.0,Drama,,
36,2014,The Skeleton Twins,1000000,5284309,5797192,tt1571249,The Skeleton Twins,93.0,Comedy,Drama,Romance
25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,tt4698684,Hunt for the Wilderpeople,101.0,Adventure,Comedy,Drama
65,2016,Bleed for This,16000000,5083906,6603926,tt1620935,Bleed for This,117.0,Biography,Drama,Sport
50,2018,Action Point,19000000,5059608,5103675,tt6495770,Action Point,85.0,Comedy,,
4,2012,The Apparition,17000000,4936819,10637281,tt6559390,L'apparition,144.0,Horror,Thriller,
38,2015,90 Minutes in Heaven,5000000,4816142,4816142,tt4337690,90 Minutes in Heaven,121.0,Drama,,
39,2016,Incarnate,5000000,4799774,9371036,tt3216348,Incarnate,91.0,Horror,Thriller,
74,2016,Hands of Stone,20000000,4712792,5031975,tt1781827,Hands of Stone,111.0,Action,Biography,Drama
16,2015,Suffragette,14000000,4702420,34044909,tt3077214,Suffragette,106.0,Biography,Drama,History
27,2014,Snowpiercer,40000000,4563029,88069880,tt1706620,Snowpiercer,126.0,Action,Drama,Sci-Fi
33,2014,The Railway Man,18000000,4438438,23910210,tt2058107,The Railway Man,116.0,Biography,Drama,Romance
51,2014,Dear White People,1250000,4404154,5403771,tt2235108,Dear White People,108.0,Comedy,Drama,Romance
64,2018,Gotti,10000000,4286367,6089100,tt1801552,Gotti,112.0,Biography,Crime,Drama
65,2012,Jeff Who Lives at Home,10000000,4269426,4708127,tt1588334,"Jeff, Who Lives at Home",83.0,Comedy,Drama,
47,2016,A Hologram for the King,35000000,4212494,11846010,tt2980210,A Hologram for the King,98.0,Comedy,Drama,Romance
90,2017,Stronger,30000000,4211129,8786752,tt7130472,Stronger,47.0,Action,Sport,
10,2016,Swiss Army Man,3000000,4210454,5837111,tt4034354,Swiss Army Man,97.0,Adventure,Comedy,Drama
4,2015,The Water Diviner,22500000,4200117,31054727,tt3007512,The Water Diviner,111.0,Drama,History,War
91,1999,Gloria,30000000,4167493,4967493,tt2425486,Gloria,110.0,Biography,Drama,Music
66,2016,Denial,10000000,4073448,9263940,tt4645330,Denial,109.0,Biography,Drama,
14,2013,Frances Ha,3000000,4067398,11262769,tt2347569,Frances Ha,86.0,Comedy,Drama,Romance
77,2012,Safety Not Guaranteed,750000,4010957,4422318,tt1862079,Safety Not Guaranteed,86.0,Comedy,Drama,Romance
18,2014,Mr Turner,14000000,3958546,25187026,tt2473794,Mr. Turner,150.0,Biography,Drama,History
72,2017,Sleight,250000,3930990,3934450,tt4573516,Sleight,89.0,Action,Drama,Sci-Fi
5,2016,Morgan,8000000,3915251,7298786,tt4520364,Morgan,92.0,Drama,Romance,
67,2016,The Man Who Knew Infinity,10000000,3877922,12382122,tt0787524,The Man Who Knew Infinity,108.0,Biography,Drama,
54,2013,Yeh Jawaani Hai Deewani,8300000,3827466,50827466,tt2178470,Yeh Jawaani Hai Deewani,160.0,Comedy,Drama,Musical
3,2014,Ida,2600000,3827060,15298355,tt2718492,Ida,82.0,Drama,,
68,2016,Max Steel,10000000,3818664,4563080,tt1472584,Max Steel,92.0,Action,Adventure,Family
78,2012,The Cold Light of Day,20000000,3763583,25361206,tt1366365,The Cold Light of Day,93.0,Action,Thriller,
6,2015,Anomalisa,8000000,3759286,5706168,tt2401878,Anomalisa,90.0,Animation,Comedy,Drama
48,2017,Friend Request,9900000,3759078,11310835,tt3352390,Friend Request,92.0,Horror,,
41,2017,A Monster Calls,43000000,3740823,46414530,tt3416532,A Monster Calls,108.0,Animation,Drama,Fantasy
35,2016,Midnight Special,18000000,3712282,7680250,tt2649554,Midnight Special,112.0,Action,Drama,Mystery
25,2015,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,tt1727776,Scouts Guide to the Zombie Apocalypse,93.0,Action,Comedy,Horror
45,2017,Table 19,5000000,3614896,4620399,tt1412528,Table 19,87.0,Comedy,Drama,Romance
20,2015,We Are Your Friends,2000000,3591417,10153415,tt3787590,We Are Your Friends,96.0,Drama,Music,Romance
61,2014,Wish I Was Here,6000000,3591299,6591365,tt2870708,Wish I Was Here,106.0,Comedy,Drama,
93,2018,Indivisible,2700000,3511417,3588305,tt6512428,Indivisible,119.0,Documentary,,
36,2016,Miss Sloane,18000000,3500605,7719630,tt4540710,Miss Sloane,132.0,Drama,Thriller,
1,2015,Mommy,4900000,3498695,17536004,tt3612616,Mommy,139.0,Drama,,
77,2013,The To Do List,1500000,3491669,4128828,tt1758795,The To Do List,104.0,Comedy,Romance,
11,2018,First Reformed,3500000,3448256,3874772,tt6053438,First Reformed,113.0,Drama,Mystery,Thriller
37,2013,Metallica Through the Never,18000000,3419967,9082906,tt2172935,Metallica Through the Never,93.0,Music,,
69,2016,Everybody Wants Some,10000000,3400278,5437126,tt2937696,Everybody Wants Some!!,117.0,Comedy,,
63,2014,Veronica Mars,6000000,3322127,3485383,tt2771372,Veronica Mars,107.0,Crime,Drama,Mystery
26,2012,Robot  Frank,2500000,3317468,4934356,tt1990314,Robot & Frank,89.0,Comedy,Crime,Drama
50,2013,The Fifth Estate,26000000,3254172,6154172,tt1837703,The Fifth Estate,128.0,Biography,Drama,Thriller
49,2014,Before I Go to Sleep,22000000,3242457,19563579,tt1726592,Before I Go to Sleep,92.0,Drama,Horror,Mystery
46,2016,Green Room,5000000,3220371,3807503,tt4062536,Green Room,95.0,Horror,Music,Thriller
82,2018,The Sisters Brothers,38000000,3143056,13143056,tt4971344,Les frères Sisters,122.0,Adventure,Comedy,Crime
74,2014,Rosewater,10000000,3128941,3185717,tt2752688,Rosewater,103.0,Biography,Drama,
21,2016,Compadres,3000000,3127773,7445044,tt3367294,Compadres,101.0,Action,Comedy,Crime
41,2014,Obvious Child,1000000,3122616,3324070,tt2910274,Obvious Child,84.0,Comedy,Drama,Romance
42,2019,Men in Black International,110000000,3100000,3100000,tt2283336,Men in Black: International,115.0,Action,Adventure,Comedy
47,2018,Thoroughbreds,5000000,3072605,3187302,tt5649108,Thoroughbreds,92.0,Comedy,Crime,Drama
6,2018,Sgt Stubby An American Hero,25000000,3054285,3645957,tt5314190,Sgt. Stubby: An American Hero,84.0,Adventure,Animation,Family
64,2012,Jab Tak Hai Jaan,9200000,3047539,5806666,tt2176013,Jab Tak Hai Jaan,176.0,Drama,Romance,
28,2015,Rock the Kasbah,15000000,3020665,3386153,tt3164256,Rock the Kasbah,106.0,Comedy,Music,War
67,2011,Albert Nobbs,7500000,3014696,8539003,tt1602098,Albert Nobbs,113.0,Drama,Romance,
49,2016,The Other Side of the Door,5000000,3000342,12905107,tt3566920,The Other Side of the Door,90.0,Drama,,
66,2013,Home Run,1200000,2859955,2859955,tt1669617,Home Run,82.0,Drama,Family,Sport
52,2013,Filly Brown,1250000,2850357,2940411,tt1869425,Filly Brown,80.0,Drama,Music,
18,2012,Barfi,4600000,2804874,36751984,tt2082197,Barfi!,151.0,Comedy,Drama,Romance
99,2015,Youth,13000000,2703296,24001573,tt3312830,Youth,124.0,Drama,Romance,War
18,2012,Samsara,4000000,2672413,5966671,tt0770802,Samsara,102.0,Documentary,Music,
42,2014,Under the Skin,13300000,2614251,7229933,tt1441395,Under the Skin,108.0,Drama,Horror,Sci-Fi
23,2015,Captive,2000000,2583301,2791973,tt1699745,Captive,120.0,Drama,Thriller,
43,2013,Grace Unplugged,1700000,2507159,2507159,tt2349460,Grace Unplugged,102.0,Drama,Music,
81,2018,Suspiria,20000000,2483472,7034615,tt1034415,Suspiria,152.0,Fantasy,Horror,Mystery
82,2017,LBJ,20000000,2468683,2507181,tt4778988,LBJ,98.0,Biography,Drama,History
8,2017,Tulip Fever,25000000,2455635,6792768,tt0491203,Tulip Fever,105.0,Drama,History,Romance
3,2013,The Sapphires,9000000,2450867,20395040,tt1673697,The Sapphires,103.0,Biography,Comedy,Drama
51,2014,Kill the Messenger,5000000,2450846,6656705,tt1216491,Kill the Messenger,112.0,Biography,Crime,Drama
70,2014,The Homesman,16000000,2429989,8217571,tt2398231,The Homesman,122.0,Drama,Western,
30,2016,The Disappointments Room,15000000,2423467,3503761,tt2364897,The Disappointments Room,85.0,Drama,Horror,Thriller
78,2013,The Gatekeepers,1500000,2408553,2592308,tt2309788,The Gatekeepers,101.0,Documentary,History,War
40,2017,T2 Trainspotting,18000000,2402004,42091262,tt2763304,T2 Trainspotting,117.0,Drama,,
25,2018,Hearts Beat Loud,2000000,2386254,2420962,tt7158430,Hearts Beat Loud,97.0,Comedy,Drama,Music
71,2013,Trance,16000000,2322593,22594052,tt8239184,Trance,,Documentary,,
26,2017,The Resurrection of Gavin Stone,2000000,2303792,2303792,tt4902904,The Resurrection of Gavin Stone,91.0,Comedy,Drama,Family
13,2017,Collide,29200000,2280004,5466698,tt1230120,Collide,,Action,,
99,2013,The East,6500000,2274649,3027956,tt1869716,The East,116.0,Adventure,Drama,Thriller
85,2015,My AllAmerican,20000000,2246000,2246000,tt3719896,My All-American,118.0,Biography,Drama,Sport
53,2015,Jem and the Holograms,5000000,2184640,2368937,tt3614530,Jem and the Holograms,118.0,Adventure,Drama,Family
55,1999,Limbo,8300000,2160710,2598224,tt3967248,Limbo,80.0,Drama,,
54,2016,Paterson,5000000,2141423,10727536,tt5247022,Paterson,118.0,Comedy,Drama,Romance
72,2014,The Immigrant,16000000,2013456,7585011,tt1951181,The Immigrant,120.0,Drama,Romance,
49,1986,Playing for Keeps,35000000,2000000,2000000,tt1540128,Playing for Keeps,105.0,Comedy,Romance,Sport
81,2013,The Iceman,10000000,1930282,3623609,tt1491044,The Iceman,106.0,Biography,Crime,Drama
82,2015,Testament of Youth,10000000,1822250,6646669,tt1441953,Testament of Youth,129.0,Biography,Drama,History
28,2014,Tusk,3000000,1821983,1887554,tt3099498,Tusk,102.0,Comedy,Drama,Horror
29,2017,The Wall,3000000,1803064,4495262,tt2503980,El muro,,Documentary,,
83,2017,Free Fire,10000000,1799322,3793739,tt4158096,Free Fire,91.0,Action,Comedy,Crime
3,2015,The Vatican Tapes,13000000,1784763,14929184,tt1524575,The Vatican Tapes,91.0,Horror,Thriller,
29,2013,Stoker,12000000,1703125,12034913,tt1682180,Stoker,99.0,Drama,Thriller,
45,2013,The Christmas Candle,7000000,1632000,1933829,tt2739338,The Christmas Candle,100.0,Drama,Family,
73,2012,Your Sisters Sister,120000,1597486,3090593,tt1742336,Your Sister's Sister,90.0,Comedy,Drama,
35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,tt3172532,The Diary of a Teenage Girl,102.0,Comedy,Drama,Romance
37,2014,Locke,2000000,1370646,2088390,tt2692904,Locke,85.0,Drama,,
90,2012,Killer Joe,10000000,1291645,4659110,tt1726669,Killer Joe,102.0,Crime,Drama,Thriller
32,2005,Oldboy,3000000,707391,6239723,tt1321511,Oldboy,104.0,Action,Drama,Mystery
35,2019,Late Night,4000000,246305,246305,tt6107548,Late Night,102.0,Comedy,Drama,
67,2006,Clean,10000,138711,138711,tt6619196,Clean,70.0,Comedy,Drama,Horror
84,2009,Julia,6000000,65108,1365108,tt3182348,Julia,89.0,Documentary,,
