id,release_date,primary_title,production_budget,domestic_gross,worldwide_gross,movie_id,original_title,runtime_minutes,genre1,genre2,genre3
42,2018,Black Panther,200000000,700059566,1348258224,tt1825683,Black Panther,134.0,Action,Adventure,Sci-Fi
7,2018,Avengers Infinity War,300000000,678815482,2048134200,tt4154756,Avengers: Infinity War,149.0,Action,Adventure,Sci-Fi
34,2015,Jurassic World,215000000,652270625,1648854864,tt0369610,Jurassic World,124.0,Action,Adventure,Sci-Fi
27,2012,The Avengers,225000000,623279547,1517935897,tt0848228,The Avengers,143.0,Action,Adventure,Sci-Fi
44,2018,Incredibles 2,200000000,608581744,1242520711,tt3606756,Incredibles 2,118.0,Action,Adventure,Animation
45,2016,Rogue One A Star Wars Story,200000000,532177324,1049102856,tt3748528,Rogue One,133.0,Action,Adventure,Sci-Fi
35,2017,Beauty and the Beast,160000000,504014165,1259199706,tt9173998,Beauty and the Beast,60.0,Family,Fantasy,Musical
46,2016,Finding Dory,200000000,486295561,1021215193,tt2277860,Finding Dory,97.0,Adventure,Animation,Comedy
4,2015,Avengers Age of Ultron,330600000,459005868,1403013963,tt2395427,Avengers: Age of Ultron,141.0,Action,Adventure,Sci-Fi
11,2012,The Dark Knight Rises,275000000,448139099,1084439099,tt1345836,The Dark Knight Rises,164.0,Action,Thriller,
96,2019,Captain Marvel,175000000,426525952,1123061550,tt4154664,Captain Marvel,123.0,Action,Adventure,Sci-Fi
38,2013,The Hunger Games Catching Fire,130000000,424668047,864868047,tt1951264,The Hunger Games: Catching Fire,146.0,Action,Adventure,Sci-Fi
9,1994,The Lion King,79300000,421785283,986214868,tt6105098,The Lion King,,Adventure,Animation,Drama
13,2018,Jurassic World Fallen Kingdom,170000000,417719760,1305772799,tt4881806,Jurassic World: Fallen Kingdom,128.0,Action,Adventure,Sci-Fi
55,2017,Wonder Woman,150000000,412563408,821133378,tt0451279,Wonder Woman,141.0,Action,Adventure,Fantasy
48,2013,Iron Man 3,200000000,408992272,1215392272,tt1300854,Iron Man Three,130.0,Action,Adventure,Sci-Fi
17,2016,Captain America Civil War,250000000,408084349,1140069413,tt3498820,Captain America: Civil War,147.0,Action,Adventure,Sci-Fi
38,2012,The Hunger Games,80000000,408010692,677923379,tt1392170,The Hunger Games,142.0,Action,Adventure,Sci-Fi
38,2017,Jumanji Welcome to the Jungle,90000000,404508916,964496193,tt2283362,Jumanji: Welcome to the Jungle,119.0,Action,Adventure,Comedy
56,2013,Frozen,150000000,400738009,1272469910,tt1611845,Wai nei chung ching,92.0,Adventure,Drama,Sport
49,2017,Guardians of the Galaxy Vol 2,200000000,389813101,862316233,tt3896198,Guardians of the Galaxy Vol. 2,136.0,Action,Adventure,Comedy
26,2016,The Secret Life of Pets,75000000,368384330,886750534,tt2709768,The Secret Life of Pets,87.0,Adventure,Animation,Comedy
22,2013,Despicable Me 2,76000000,368065385,975216835,tt1690953,Despicable Me 2,98.0,Adventure,Animation,Comedy
97,2016,The Jungle Book,175000000,364001123,962854547,tt2226178,The Jungle Book,64.0,Animation,,
56,2016,Deadpool,58000000,363070709,801025593,tt1431045,Deadpool,108.0,Action,Adventure,Comedy
67,2015,Furious 7,190000000,353007020,1518722794,tt2820852,Furious Seven,137.0,Action,Crime,Thriller
57,2014,American Sniper,58000000,350126372,547326372,tt2179136,American Sniper,133.0,Action,Biography,Drama
57,2016,Zootopia,150000000,341268248,1019429616,tt2948356,Zootopia,108.0,Adventure,Animation,Comedy
62,2014,The Hunger Games Mockingjay  Part 1,125000000,337135885,766575131,tt1951265,The Hunger Games: Mockingjay - Part 1,123.0,Action,Adventure,Sci-Fi
73,2015,Minions,74000000,336045770,1160336173,tt2293640,Minions,91.0,Adventure,Animation,Comedy
36,2018,Aquaman,160000000,335061807,1146894640,tt1477834,Aquaman,143.0,Action,Adventure,Fantasy
99,2017,SpiderMan Homecoming,175000000,334201140,880166350,tt2250912,Spider-Man: Homecoming,133.0,Action,Adventure,Sci-Fi
14,2014,Guardians of the Galaxy,170000000,333172112,770867516,tt2015381,Guardians of the Galaxy,121.0,Action,Adventure,Comedy
18,2016,Batman v Superman Dawn of Justice,250000000,330360194,867500281,tt2975590,Batman v Superman: Dawn of Justice,151.0,Action,Adventure,Fantasy
24,2017,It,35000000,327481748,697457969,tt1396484,It,135.0,Horror,Thriller,
100,2016,Suicide Squad,175000000,325100054,746059887,tt1386697,Suicide Squad,123.0,Action,Adventure,Fantasy
15,2018,Deadpool 2,110000000,324591735,786680557,tt5463162,Deadpool 2,119.0,Action,Adventure,Comedy
82,2017,Thor Ragnarok,180000000,315058289,846980024,tt3501632,Thor: Ragnarok,130.0,Action,Adventure,Comedy
52,2012,Skyfall,200000000,304360277,1110526981,tt1074638,Skyfall,143.0,Action,Adventure,Thriller
19,2012,The Hobbit An Unexpected Journey,250000000,303003568,1017003568,tt0903624,The Hobbit: An Unexpected Journey,169.0,Adventure,Family,Fantasy
29,2013,Man of Steel,225000000,291045518,667999518,tt0770828,Man of Steel,143.0,Action,Adventure,Sci-Fi
39,2015,The Hunger Games Mockingjay  Part 2,160000000,281723902,648986787,tt1951266,The Hunger Games: Mockingjay - Part 2,137.0,Action,Adventure,Sci-Fi
16,2013,Gravity,110000000,274092705,693698673,tt1454468,Gravity,91.0,Drama,Sci-Fi,Thriller
29,2016,Sing,75000000,270329045,634454789,tt3470600,Sing,108.0,Animation,Comedy,Family
53,2013,Monsters University,200000000,268488329,743588329,tt1453405,Monsters University,104.0,Adventure,Animation,Comedy
30,2017,Despicable Me 3,75000000,264624300,1034727750,tt3469046,Despicable Me 3,89.0,Adventure,Animation,Comedy
31,2012,The Amazing SpiderMan,220000000,262030663,757890267,tt0948470,The Amazing Spider-Man,136.0,Action,Adventure,Sci-Fi
16,2014,Captain America The Winter Soldier,170000000,259746958,714401889,tt1843866,Captain America: The Winter Soldier,136.0,Action,Adventure,Sci-Fi
21,2013,The Hobbit The Desolation of Smaug,250000000,258366855,960366855,tt1170358,The Hobbit: The Desolation of Smaug,161.0,Adventure,Fantasy,
44,2014,The Lego Movie,60000000,257784718,457729388,tt1490017,The Lego Movie,100.0,Action,Adventure,Animation
22,2014,The Hobbit The Battle of the Five Armies,250000000,255119788,945577621,tt2310332,The Hobbit: The Battle of the Five Armies,144.0,Adventure,Fantasy,
62,2016,Moana,150000000,248757044,637517365,tt3521164,Moana,107.0,Adventure,Animation,Comedy
81,2019,Aladdin,182000000,246734314,619234314,tt9698912,Aladdin,,Fantasy,,
37,2014,Transformers Age of Extinction,210000000,245439076,1104039076,tt2109248,Transformers: Age of Extinction,165.0,Action,Adventure,Sci-Fi
36,1984,Ghostbusters,30000000,242212467,295212467,tt1289401,Ghostbusters,116.0,Action,Comedy,Fantasy
84,2014,Maleficent,180000000,241407328,758536735,tt1587310,Maleficent,97.0,Action,Adventure,Family
77,2012,Brave,185000000,237282182,554606532,tt8358722,Brave,,Drama,,
54,2013,Oz the Great and Powerful,200000000,234770996,490359051,tt1623205,Oz the Great and Powerful,130.0,Adventure,Family,Fantasy
85,2016,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,tt3183660,Fantastic Beasts and Where to Find Them,132.0,Adventure,Family,Fantasy
55,2014,XMen Days of Future Past,200000000,233921534,747862775,tt1877832,X-Men: Days of Future Past,132.0,Action,Adventure,Sci-Fi
28,2016,Doctor Strange,165000000,232641920,676404566,tt1211837,Doctor Strange,115.0,Action,Adventure,Fantasy
9,2017,Justice League,300000000,229024295,655945209,tt0974015,Justice League,120.0,Action,Adventure,Fantasy
68,2013,Star Trek Into Darkness,190000000,228778661,467381584,tt1408101,Star Trek Into Darkness,132.0,Action,Adventure,Sci-Fi
46,2015,The Martian,108000000,228433663,655271443,tt3659388,The Martian,144.0,Adventure,Drama,Sci-Fi
59,2017,Logan,127000000,226277068,615461394,tt1483010,Logan,94.0,Action,Drama,Sci-Fi
23,2017,The Fate of the Furious,250000000,225764765,1234846267,tt4630562,The Fate of the Furious,136.0,Action,Crime,Thriller
29,2014,Big Hero 6,165000000,222527828,652127828,tt2245084,Big Hero 6,102.0,Action,Adventure,Animation
84,2012,Ted,50000000,218665740,556016627,tt1637725,Ted,106.0,Comedy,Fantasy,
41,2018,AntMan and the Wasp,130000000,216648740,623144660,tt5095030,Ant-Man and the Wasp,118.0,Action,Adventure,Comedy
97,2012,Madagascar 3 Europes Most Wanted,145000000,216391482,746921271,tt1277953,Madagascar 3: Europe's Most Wanted,93.0,Adventure,Animation,Comedy
84,2018,Bohemian Rhapsody,55000000,216303339,894985342,tt1727824,Bohemian Rhapsody,134.0,Biography,Drama,Music
12,2018,Solo A Star Wars Story,275000000,213767512,393151347,tt3778644,Solo: A Star Wars Story,135.0,Action,Adventure,Fantasy
3,2018,Venom,116000000,213511408,853628605,tt1931601,Venom,92.0,Thriller,,
17,2014,Dawn of the Planet of the Apes,170000000,208545589,710644566,tt2103281,Dawn of the Planet of the Apes,130.0,Action,Adventure,Drama
66,2013,Thor The Dark World,150000000,206362140,644602516,tt1981115,Thor: The Dark World,112.0,Action,Adventure,Fantasy
56,2014,The Amazing SpiderMan 2,200000000,202853933,708996336,tt1872181,The Amazing Spider-Man 2,142.0,Action,Adventure,Sci-Fi
69,2013,World War Z,190000000,202359711,531514650,tt0816711,World War Z,116.0,Action,Adventure,Horror
13,2015,Cinderella,95000000,201151353,534551353,tt1661199,Cinderella,105.0,Musical,,
41,2014,Godzilla,160000000,200676069,529076069,tt0831387,Godzilla,123.0,Action,Adventure,Sci-Fi
10,2015,Spectre,300000000,200074175,879620923,tt2379713,Spectre,148.0,Action,Adventure,Thriller
85,2014,22 Jump Street,50000000,191719337,331333876,tt2294449,22 Jump Street,112.0,Action,Comedy,Crime
68,2014,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,tt1291150,Teenage Mutant Ninja Turtles,101.0,Action,Adventure,Comedy
69,2017,Dunkirk,150000000,190068280,499837368,tt5013056,Dunkirk,106.0,Action,Drama,History
31,2012,WreckIt Ralph,165000000,189412677,496511521,tt1772341,Wreck-It Ralph,101.0,Adventure,Animation,Comedy
66,2018,A Quiet Place,17000000,188024361,334522294,tt6347308,A Quiet Place,80.0,Drama,Horror,Sci-Fi
32,2014,Interstellar,165000000,188017894,666379375,tt0816692,Interstellar,169.0,Adventure,Drama,Sci-Fi
26,2013,The Croods,135000000,187168425,573068425,tt0481499,The Croods,98.0,Action,Adventure,Animation
14,2015,Pitch Perfect 2,29000000,184296230,287625468,tt2848292,Pitch Perfect 2,115.0,Comedy,Music,
27,2015,The Revenant,135000000,183637894,532938302,tt3300078,The Revenant,80.0,Horror,,
73,2012,Lincoln,65000000,182207973,273346281,tt3784440,Lincoln,17.0,Biography,Drama,History
43,2015,AntMan,130000000,180202163,518858449,tt0478970,Ant-Man,117.0,Action,Adventure,Comedy
35,2012,Men in Black 3,215000000,179020854,654213485,tt1409024,Men in Black 3,106.0,Action,Adventure,Comedy
44,2015,Home,130000000,177397510,385997896,tt2075392,Yurt,76.0,Drama,,
99,2014,How to Train Your Dragon 2,145000000,177002924,614586270,tt1646971,How to Train Your Dragon 2,102.0,Action,Adventure,Animation
49,2017,Get Out,5000000,176040665,255367951,tt5052448,Get Out,104.0,Horror,Mystery,Thriller
41,2017,The Lego Batman Movie,80000000,175750384,310660018,tt4116284,The Lego Batman Movie,104.0,Action,Animation,Comedy
88,2019,Us,20000000,175006930,254210310,tt2708782,Vi,92.0,Comedy,,
71,2017,The Boss Baby,125000000,175003033,510878762,tt3874544,The Boss Baby,97.0,Adventure,Animation,Comedy
38,2018,Crazy Rich Asians,30000000,174532921,238099711,tt3104988,Crazy Rich Asians,120.0,Comedy,Romance,
25,2017,The Greatest Showman,84000000,174340174,386665550,tt1485796,The Greatest Showman,105.0,Biography,Drama,Musical
25,2017,Pirates of the Caribbean Dead Men Tell No Tales,230000000,172558876,788241137,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,Action,Adventure,Fantasy
45,2018,Mary Poppins Returns,130000000,171958438,341528518,tt5028340,Mary Poppins Returns,130.0,Comedy,Family,Fantasy
42,2015,Hotel Transylvania 2,80000000,169700110,469500298,tt2510894,Hotel Transylvania 2,89.0,Animation,Comedy,Family
64,2016,Hidden Figures,25000000,169607287,231771716,tt4846340,Hidden Figures,127.0,Biography,Drama,History
78,2017,Kong Skull Island,185000000,168052812,561072059,tt3731562,Kong: Skull Island,118.0,Action,Adventure,Fantasy
36,2014,Gone Girl,61000000,167767189,368567189,tt2267998,Gone Girl,149.0,Drama,Mystery,Thriller
77,2018,Hotel Transylvania 3 Summer Vacation,65000000,167500092,527079962,tt5220122,Hotel Transylvania 3: Summer Vacation,97.0,Adventure,Animation,Comedy
78,2015,Fifty Shades of Grey,40000000,166167230,570998101,tt2322441,Fifty Shades of Grey,125.0,Drama,Romance,Thriller
74,2015,The SpongeBob Movie Sponge Out of Water,74000000,162994032,311013181,tt2279373,The SpongeBob Movie: Sponge Out of Water,92.0,Adventure,Animation,Comedy
69,2012,Django Unchained,100000000,162805434,449948323,tt1853728,Django Unchained,165.0,Drama,Western,
86,2016,Jason Bourne,120000000,162192920,416168316,tt4196776,Jason Bourne,123.0,Action,Thriller,
14,2012,Ice Age Continental Drift,95000000,161321843,879765137,tt1667889,Ice Age: Continental Drift,88.0,Adventure,Animation,Comedy
35,2015,Straight Outta Compton,28000000,161197785,202182981,tt1398426,Straight Outta Compton,147.0,Biography,Drama,History
56,2019,How to Train Your Dragon The Hidden World,129000000,160791800,519258283,tt2386490,How to Train Your Dragon: The Hidden World,104.0,Action,Adventure,Animation
35,2013,The Heat,43000000,159581587,229727774,tt2404463,The Heat,117.0,Action,Comedy,Crime
60,2018,Fantastic Beasts The Crimes of Grindelwald,200000000,159555901,652220086,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,134.0,Adventure,Family,Fantasy
36,2018,Halloween,10000000,159342015,254900667,tt1502407,Halloween,106.0,Horror,Thriller,
79,2016,Star Trek Beyond,185000000,158848340,335802233,tt2660888,Star Trek Beyond,122.0,Action,Adventure,Sci-Fi
93,2016,XMen Apocalypse,178000000,155442489,542537546,tt3385516,X-Men: Apocalypse,144.0,Action,Adventure,Sci-Fi
44,1999,The Mummy,80000000,155385488,416385488,tt2345759,The Mummy,110.0,Action,Adventure,Fantasy
19,2015,San Andreas,110000000,155190832,456258539,tt2126355,San Andreas,114.0,Action,Adventure,Drama
19,2012,Snow White and the Huntsman,170000000,155136755,401021746,tt1735898,Snow White and the Huntsman,127.0,Action,Adventure,Drama
85,2005,Fantastic Four,87500000,154696080,333132750,tt1502712,Fantastic Four,100.0,Action,Adventure,Drama
73,2016,Trolls,125000000,153707064,344150134,tt1679335,Trolls,92.0,Adventure,Animation,Comedy
75,2015,Mad Max Fury Road,150000000,153636354,370098020,tt1392190,Mad Max: Fury Road,120.0,Action,Adventure,Sci-Fi
5,2017,Cars 3,175000000,152901115,383541369,tt3606752,Cars 3,102.0,Adventure,Animation,Comedy
92,2016,La La Land,20000000,151101803,426351163,tt3783958,La La Land,128.0,Comedy,Drama,Music
95,2014,Divergent,85000000,150947895,276014965,tt1840309,Divergent,139.0,Action,Adventure,Mystery
90,2013,Were the Millers,37000000,150394119,267816276,tt1723121,We're the Millers,110.0,Comedy,Crime,
80,2013,American Hustle,40000000,150117807,257878294,tt1800241,American Hustle,138.0,Crime,Drama,
64,2014,Neighbors,18000000,150086800,270944428,tt9392532,Neighbors,90.0,Drama,,
96,2012,Hotel Transylvania,85000000,148313048,378505812,tt0837562,Hotel Transylvania,91.0,Animation,Comedy,Family
52,2017,War for the Planet of the Apes,152000000,146880162,489592267,tt3450958,War for the Planet of the Apes,140.0,Action,Adventure,Drama
94,2018,The Meg,178000000,145443742,529530715,tt4779682,The Meg,113.0,Action,Horror,Sci-Fi
70,2013,The Great Gatsby,190000000,144840419,351040419,tt1343092,The Great Gatsby,143.0,Drama,Romance,
11,2016,Kung Fu Panda 3,140000000,143528619,517599142,tt2267968,Kung Fu Panda 3,95.0,Action,Adventure,Animation
54,2012,Taken 2,45000000,139854287,377807404,tt1397280,Taken 2,92.0,Action,Thriller,
97,2019,Shazam,85000000,139606856,362899733,tt0448115,Shazam!,132.0,Action,Adventure,Comedy
44,2012,21 Jump Street,42000000,138447667,202812429,tt1232829,21 Jump Street,109.0,Action,Comedy,Crime
50,2017,Split,5000000,138141585,278964806,tt3604256,Split,,Crime,,
78,2018,Ready Player One,150000000,137690172,579290136,tt1677720,Ready Player One,140.0,Action,Adventure,Sci-Fi
93,2013,The Conjuring,20000000,137400141,318000141,tt1457767,The Conjuring,112.0,Horror,Mystery,Thriller
27,2012,Argo,44500000,136025503,227140757,tt1024648,Argo,120.0,Biography,Drama,Thriller
32,2013,Identity Thief,35000000,134506920,175361578,tt2024432,Identity Thief,111.0,Adventure,Comedy,Crime
67,2014,Ride Along,25000000,134202565,153733800,tt1408253,Ride Along,99.0,Action,,
48,2013,Grown Ups 2,80000000,133668525,247023808,tt2191701,Grown Ups 2,101.0,Comedy,,
8,2013,The Wolverine,115000000,132556852,416456852,tt1430132,The Wolverine,126.0,Action,Adventure,Sci-Fi
95,2017,Wonder,20000000,132422809,304604712,tt2543472,Wonder,113.0,Drama,Family,
59,2012,Silver Linings Playbook,21000000,132092958,236412453,tt1045658,Silver Linings Playbook,122.0,Comedy,Drama,Romance
49,2014,Rio 2,130000000,131538435,492846291,tt2357291,Rio 2,101.0,Adventure,Animation,Comedy
7,2015,The Peanuts Movie,99000000,130178411,250091610,tt2452042,The Peanuts Movie,88.0,Adventure,Animation,Comedy
33,2017,Transformers The Last Knight,217000000,130168683,602893340,tt3371366,Transformers: The Last Knight,154.0,Action,Adventure,Sci-Fi
29,2015,Kingsman The Secret Service,94000000,128261724,404561724,tt2802144,Kingsman: The Secret Service,129.0,Action,Adventure,Comedy
77,2014,Into the Woods,56200000,128002372,213116401,tt2201083,Into the Woods,,Fantasy,Horror,
91,2016,Central Intelligence,50000000,127440871,217194805,tt1489889,Central Intelligence,107.0,Action,Comedy,Crime
92,2013,Anchorman 2 The Legend Continues,50000000,127352707,172185754,tt1229340,Anchorman 2: The Legend Continues,119.0,Comedy,,
62,2018,Bumblebee,102000000,127195589,465195589,tt4701182,Bumblebee,114.0,Action,Adventure,Sci-Fi
88,2016,The Legend of Tarzan,180000000,126643061,348902025,tt0918940,The Legend of Tarzan,110.0,Action,Adventure,Drama
83,2014,Lucy,40000000,126573960,457507776,tt2872732,Lucy,89.0,Animation,Documentary,
75,2012,Prometheus,125000000,126477084,402448265,tt1446714,Prometheus,124.0,Adventure,Mystery,Sci-Fi
99,2012,Safe House,85000000,126181630,208542162,tt6686996,Safe House,,Horror,,
48,2000,Charlies Angels,90000000,125305545,259736090,tt5033998,Charlie's Angels,,Action,Adventure,Comedy
84,2013,Lone Survivor,40000000,125095601,149804632,tt1091191,Lone Survivor,121.0,Action,Biography,Drama
50,2016,Sully,60000000,125070033,238524556,tt3263904,Sully,96.0,Biography,Drama,
42,2012,The Vow,30000000,125014030,197618160,tt1606389,The Vow,104.0,Drama,Romance,
88,2012,Life of Pi,120000000,124987022,620912003,tt0454876,Life of Pi,127.0,Adventure,Drama,Fantasy
43,2014,The Fault in Our Stars,12000000,124872350,307166834,tt2582846,The Fault in Our Stars,126.0,Drama,Romance,
73,2015,The Good Dinosaur,187500000,123087120,333771037,tt1979388,The Good Dinosaur,93.0,Adventure,Animation,Comedy
13,2013,GI Joe Retaliation,140000000,122523060,375740705,tt1583421,G.I. Joe: Retaliation,110.0,Action,Adventure,Sci-Fi
13,2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,tt1985966,Cloudy with a Chance of Meatballs 2,95.0,Adventure,Animation,Comedy
80,1990,Total Recall,65000000,119394839,261400000,tt1386703,Total Recall,118.0,Action,,
41,2013,Now You See Me,75000000,117723989,342769200,tt1670345,Now You See Me,115.0,Crime,Mystery,Thriller
76,2013,The Wolf of Wall Street,100000000,116900694,389870414,tt0993846,The Wolf of Wall Street,180.0,Biography,Crime,Drama
45,2013,Lee Daniels The Butler,30000000,116632095,177025498,tt1327773,The Butler,132.0,Biography,Drama,
96,2018,Creed II,50000000,115715889,213591522,tt6343314,Creed II,130.0,Drama,Sport,
82,2014,Unbroken,65000000,115637895,163527824,tt10402572,Unbroken,104.0,Drama,,
97,2018,Peter Rabbit,50000000,115234093,347136477,tt5117670,Peter Rabbit,95.0,Adventure,Animation,Comedy
36,2017,Girls Trip,28000000,115108515,140886353,tt3564472,Girls Trip,122.0,Comedy,Drama,
91,2017,Fifty Shades Darker,55000000,114434010,381398492,tt4465564,Fifty Shades Darker,118.0,Drama,Romance,
22,2019,Dumbo,170000000,113883318,345004422,tt3861390,Dumbo,112.0,Adventure,Family,Fantasy
60,2014,Night at the Museum Secret of the Tomb,127000000,113746621,353756621,tt2692250,Night at the Museum: Secret of the Tomb,98.0,Adventure,Comedy,Family
88,2012,Magic Mike,7000000,113721571,170549753,tt1915581,Magic Mike,110.0,Comedy,Drama,
49,1991,The Addams Family,30000000,113502246,191502246,tt1620981,The Addams Family,,Animation,Comedy,Family
99,2016,Bad Moms,20000000,113257297,180998716,tt4651520,Bad Moms,100.0,Comedy,,
76,2012,The Bourne Legacy,125000000,113203870,280355920,tt1194173,The Bourne Legacy,135.0,Action,Adventure,Thriller
1,2014,Mr Peabody  Sherman,145000000,111506430,269806430,tt0864835,Mr. Peabody & Sherman,92.0,Adventure,Animation,Comedy
83,2015,Spy,65000000,110825712,232585748,tt3079380,Spy,119.0,Action,Crime,Drama
36,2015,Trainwreck,35000000,110212700,141123897,tt3152624,Trainwreck,125.0,Comedy,Drama,Romance
91,2015,Creed,37000000,109767581,173567581,tt4354930,Creed,80.0,Horror,,
85,2019,The Upside,37500000,108235497,119024536,tt1987680,The Upside,126.0,Comedy,Drama,
59,2017,Baby Driver,34000000,107825862,228104185,tt3890160,Baby Driver,113.0,Action,Crime,Drama
77,2013,Epic,100000000,107518682,262794441,tt0848537,Epic,102.0,Adventure,Animation,Family
77,2016,The Angry Birds Movie,73000000,107509366,352327887,tt1985949,Angry Birds,97.0,Action,Animation,Comedy
92,2013,Captain Phillips,55000000,107136417,220648184,tt1535109,Captain Phillips,134.0,Biography,Drama,Thriller
26,2014,300 Rise of an Empire,110000000,106580051,330780051,tt1253863,300: Rise of an Empire,102.0,Action,Fantasy,War
39,2010,Robin Hood,210000000,105487148,322459006,tt6858500,Robin Hood,,Action,Adventure,Drama
58,2017,Pitch Perfect 3,45000000,104897530,185736412,tt4765284,Pitch Perfect 3,93.0,Comedy,Music,
10,2012,Journey 2 The Mysterious Island,79000000,103860290,318146162,tt1397514,Journey 2: The Mysterious Island,94.0,Action,Adventure,Comedy
100,2018,The Mule,50000000,103804407,170857676,tt2130270,The Mule,103.0,Crime,Drama,Thriller
2,2012,Rise of the Guardians,145000000,103412758,306900902,tt1446192,Rise of the Guardians,97.0,Action,Adventure,Animation
33,2016,Independence Day Resurgence,165000000,103144286,384169424,tt1628841,Independence Day: Resurgence,120.0,Action,Adventure,Sci-Fi
95,2017,Murder on the Orient Express,55000000,102826543,345922730,tt3402236,Murder on the Orient Express,114.0,Crime,Drama,Mystery
60,2014,The Maze Runner,34000000,102427862,348319861,tt1790864,The Maze Runner,113.0,Action,Mystery,Sci-Fi
2,2017,Annabelle Creation,15000000,102092201,305384865,tt5140878,Annabelle: Creation,109.0,Horror,Mystery,Thriller
21,2018,The Equalizer 2,77000000,102084362,190453132,tt3766354,The Equalizer 2,121.0,Action,Crime,Thriller
72,2013,Pacific Rim,190000000,101802906,411002906,tt1663662,Pacific Rim,131.0,Action,Adventure,Sci-Fi
96,2014,The Equalizer,55000000,101530738,192903624,tt0455944,The Equalizer,132.0,Action,Crime,Thriller
51,2014,Noah,130000000,101200044,352831065,tt1091821,Noah,,Drama,Thriller,
90,2018,Rampage,120000000,101028233,428056280,tt2231461,Rampage,107.0,Action,Adventure,Sci-Fi
34,2016,Arrival,47000000,100546139,203127894,tt7325124,Arrival,,Documentary,,
58,2018,A Wrinkle in Time,103000000,100478608,133401882,tt1620680,A Wrinkle in Time,109.0,Adventure,Family,Fantasy
97,2018,Fifty Shades Freed,55000000,100407760,371350619,tt4477536,Fifty Shades Freed,105.0,Drama,Romance,Thriller
54,2017,Kingsman The Golden Circle,104000000,100234838,408803696,tt4649466,Kingsman: The Golden Circle,141.0,Action,Adventure,Comedy
95,2014,Edge of Tomorrow,178000000,100206256,370541256,tt1631867,Edge of Tomorrow,113.0,Action,Sci-Fi,
28,2016,Passengers,110000000,100014699,302239672,tt1355644,Passengers,116.0,Drama,Romance,Sci-Fi
43,2018,Christopher Robin,75000000,99215042,197504758,tt4575576,Christopher Robin,104.0,Adventure,Animation,Comedy
8,1997,Hercules,70000000,99112101,250700000,tt1267297,Hercules,98.0,Comedy,,
9,2013,Olympus Has Fallen,70000000,98927592,172878928,tt2302755,Olympus Has Fallen,119.0,Action,Thriller,
28,2016,Sausage Party,19000000,97670358,141344255,tt1700841,Sausage Party,89.0,Adventure,Animation,Comedy
66,2012,Zero Dark Thirty,52500000,95720716,134612435,tt1790885,Zero Dark Thirty,157.0,Drama,Thriller,
22,2013,42,31000000,95020213,97470701,tt0453562,42,128.0,Biography,Drama,Sport
23,2012,Flight,31000000,93772375,160558438,tt4389440,Flight,,Drama,Thriller,
23,2015,Tomorrowland,170000000,93436322,206627518,tt1964418,Tomorrowland,130.0,Documentary,,
55,2016,The Magnificent Seven,90000000,93432655,162525156,tt2404435,The Magnificent Seven,132.0,Action,Adventure,Western
92,2013,Elysium,120000000,93050117,286192091,tt1783264,Elysium,,Action,Drama,Sci-Fi
80,2017,Blade Runner 2049,185000000,92054159,259357408,tt1856101,Blade Runner 2049,164.0,Drama,Mystery,Sci-Fi
2,2014,NonStop,50000000,91742160,222383055,tt2024469,Non-Stop,106.0,Action,Mystery,Thriller
45,2012,Think Like a Man,12000000,91547205,113373764,tt1621045,Think Like a Man,122.0,Comedy,Romance,
6,2014,The Imitation Game,15000000,91125143,227740463,tt2084970,The Imitation Game,114.0,Biography,Drama,Thriller
95,2016,Ride Along 2,40000000,90862685,124827316,tt2869728,Ride Along 2,102.0,Action,Comedy,Crime
97,2015,Get Hard,40000000,90411453,106511453,tt2561572,Get Hard,100.0,Comedy,Crime,
49,2015,Terminator Genisys,155000000,89760956,432150894,tt1340138,Terminator Genisys,126.0,Action,Adventure,Sci-Fi
13,2013,The Lone Ranger,275000000,89302115,260002115,tt1210819,The Lone Ranger,150.0,Action,Adventure,Western
18,2015,Taken 3,48000000,89256424,327656424,tt2446042,Taken 3,108.0,Action,Thriller,
93,2013,Oblivion,120000000,89107235,287916633,tt1483013,Oblivion,124.0,Action,Adventure,Sci-Fi
57,2015,Sisters,30000000,87044645,106030660,tt4793074,Sisters,53.0,Action,Drama,
18,2012,The Campaign,95000000,86907746,104907746,tt1790886,The Campaign,85.0,Comedy,,
100,2016,The Accountant,40000000,86260045,152962083,tt2140479,The Accountant,128.0,Action,Crime,Drama
1,2014,Dumb and Dumber To,40000000,86208010,156553592,tt2096672,Dumb and Dumber To,109.0,Adventure,Comedy,
7,2017,The Emoji Movie,50000000,86089513,216562312,tt4877122,The Emoji Movie,86.0,Adventure,Animation,Comedy
89,2014,Annie,65000000,85911262,139829625,tt1823664,Annie,118.0,Comedy,Drama,Family
56,2015,Alvin and the Chipmunks The Road Chip,90000000,85886987,249517956,tt2974918,Alvin and the Chipmunks: The Road Chip,92.0,Adventure,Animation,Comedy
68,2014,Fury,80000000,85817906,210315681,tt2713180,Fury,134.0,Action,Drama,War
24,2019,Alita Battle Angel,170000000,85710210,402976036,tt0437086,Alita: Battle Angel,122.0,Action,Adventure,Sci-Fi
